lat;lon;species;diameter;raster
-25.008227116661;31.496718353577;ca;2.960144;12020
-25.0080247629241;31.497626034861;ca;1.480479;12020
-25.0082792518507;31.4969049969814;ca;4.549088;12020
-25.008556549935;31.4967192494351;ca;4.891521;12020
-25.0082568391397;31.4972593145208;ca;4.869591;12020
-25.0078585902418;31.4972385184855;ca;1.176048;12020
-25.0086817457348;31.4976033861774;ca;2.433453;12020
-25.008465834977;31.4969298013264;ca;5.319728;12020
-25.0077722284655;31.4974224094734;ca;3.284455;12020
-25.0082216542807;31.4967400707614;ca;4.858436;12020
-25.0085397353042;31.4972722967897;ca;1.481768;12020
-25.0081165831201;31.497152890294;ca;1.142483;12020
-25.00865557725;31.4973867903737;ca;4.728619;12020
-25.0086888635979;31.4972508756942;ca;2.870007;12020
-25.0081470516187;31.4968057179995;ca;2.152545;12020
-25.0084288783159;31.4975088307244;ca;3.960504;12020
-25.0082758391322;31.4975070942183;ca;2.981807;12020
-25.007924287982;31.497184891875;ca;1.063271;12020
-25.0081405436788;31.4971022042065;ca;4.096851;12020
-25.008498824739;31.4973972967017;ca;3.407383;12020
-25.0086033733344;31.4970799935354;ca;5.346501;12020
-25.0080341406318;31.4975347002316;ca;3.205914;12020
-25.0082597217024;31.4972649369665;ca;4.75524;12020
-25.0086508171925;31.496682240104;ca;4.476544;12020
-25.0085680549755;31.4975395768282;ca;4.326869;12020
-25.0081945532445;31.4971701691872;ca;2.042284;12020
-25.0084654972605;31.4969271731487;ca;1.919391;12020
-25.0077994124721;31.497132728473;ca;3.003312;12020
-25.0085651997558;31.4973087089618;ca;2.912564;12020
-25.0086486839592;31.4973696567494;ca;3.756213;12020
-25.0083820186291;31.4974205491903;ca;1.159803;12020
-25.0084112088524;31.4967774462822;ca;3.058876;12020
-25.008506760427;31.4976249036994;ca;1.381026;12020
-25.0078684832571;31.4975896980474;ca;3.602817;12020
-25.0080936066715;31.4975591575013;ca;5.881232;12020
-25.0080718009459;31.4969530020121;ca;5.639216;12020
-25.0079476130764;31.4967520281071;ca;2.661668;12020
-25.0079043018641;31.4971848211434;ca;5.852917;12020
-25.008613750887;31.4967445530474;ca;3.835659;12020
-25.0085911376635;31.4967703027479;ca;2.171244;12020
-25.0086815001165;31.4968418566151;ca;5.947911;12020
-25.007961094737;31.4971106503161;ca;1.262435;12020
-25.0080941783662;31.4969910827069;ca;5.779539;12020
-25.0082967987654;31.4967991931862;ca;5.078357;12020
-25.0079705415046;31.4967455193456;ca;5.10874;12020
-25.0084961298089;31.4971591174791;ca;5.30726;12020
-25.008082316826;31.4972678037898;ca;5.147237;12020
-25.0080924635295;31.4972720762568;ca;3.851524;12020
-25.0077702523968;31.497478843828;ca;4.796001;12020
-25.0087083629483;31.4973104231303;ca;3.257226;12020
-25.008688854624;31.4974862819823;ca;2.294792;12020
-25.0082218208881;31.4966913913283;ca;3.885883;12020
-25.0085742457238;31.4969040988479;ca;4.637646;12020
-25.0082388459318;31.4968223594393;ca;1.323748;12020
-25.00789542289;31.496856382201;ca;3.947498;12020
-25.0086213372436;31.4969241892063;ca;4.796017;12020
-25.0086873244308;31.4975076601747;ca;1.68172;12020
-25.0081363451139;31.497608285754;ca;2.144713;12020
-25.0080679560206;31.4972244991227;ca;3.068558;12020
-25.0078008750775;31.4973535956113;ca;3.480208;12020
-25.0078679718297;31.4975920409692;ca;1.105893;12020
-25.0082840188671;31.4972069505728;ca;4.478484;12020
-25.0082270641937;31.4971992228311;ca;4.34412;12020
-25.008329343843;31.4970260345146;ca;1.80947;12020
-25.0079172649071;31.497512111987;ca;1.751424;12020
-25.0081851394517;31.4969424992688;ca;1.990042;12020
-25.0086946324698;31.4973499098433;ca;4.636698;12020
-25.0078014405814;31.4967137736185;ca;4.47988;12020
-25.0082080153913;31.4973728454479;ca;2.236437;12020
-25.0080739390188;31.4971427380661;ca;5.377352;12020
-25.0078660031671;31.49704816524;ca;1.421406;12020
-25.0081139948377;31.4971916175317;ca;3.467023;12020
-25.0080442320266;31.4972918500914;ca;4.172973;12020
-25.0085883201707;31.4975765253374;ca;4.877381;12020
-25.0077885125219;31.496890359038;ca;5.406261;12020
-25.0085671412043;31.4973483757529;ca;4.536207;12020
-25.0079265559977;31.4969372847434;ca;2.595145;12020
-25.0080933032216;31.4972184697339;ca;1.83893;12020
-25.0081530727072;31.4973548791791;ca;2.206616;12020
-25.0085350168891;31.4975933775463;ca;3.394421;12020
-25.0081702308361;31.496983602324;ca;1.079027;12020
-25.0083765455292;31.4970114390522;ca;5.341674;12020
-25.0083089872482;31.4973509417726;ca;2.598445;12020
-25.0081577203792;31.4975357314169;ca;1.522639;12020
-25.0077631736609;31.4972361632647;ca;4.237175;12020
-25.0078962779501;31.4972017443397;ca;1.717891;12020
-25.008340266713;31.4970969693867;ca;4.996767;12020
-25.0083087956734;31.4971872118831;ca;1.356559;12020
-25.0080575683671;31.4975114007977;ca;3.038781;12020
-25.0078015081505;31.496983133177;ca;2.136166;12020
-25.0082608980465;31.4971841089877;ca;2.922266;12020
-25.008013788075;31.4971536345302;ca;1.145411;12020
-25.0083748317485;31.4975097065769;ca;2.129892;12020
-25.0083594229227;31.4966730004797;ca;5.96689;12020
-25.0079194209447;31.4976004785052;ca;3.46898;12020
-25.0078242562804;31.4968562128813;ca;5.961829;12020
-25.0086136497525;31.4976132924503;ca;1.283586;12020
-25.0081653791235;31.4970303814753;ca;4.214188;12020
-25.008463183715;31.4973963417285;ca;5.633801;12020
-25.0082821595737;31.4973693536664;ca;1.077708;12020
-25.0086866940424;31.496758153448;ca;3.710144;12020
-25.008262824156;31.4972676049053;ca;3.181539;12020
-25.0080093182022;31.4968290110415;ca;1.504077;12020
-25.0084525572282;31.4967288525176;ca;1.492664;12020
-25.0079093623129;31.497071230791;ca;4.603189;12020
-25.0086330560186;31.4967577590612;ca;1.395924;12020
-25.0085554080676;31.4970990775572;ca;4.299618;12020
-25.0082905578684;31.4968552522854;ca;2.736704;12020
-25.0085397970267;31.4969978000223;ca;4.516418;12020
-25.0078781657196;31.4971045920017;ca;5.161549;12020
-25.0085837069303;31.4967400573732;ca;4.509606;12020
-25.008317799501;31.4970652325425;ca;1.63592;12020
-25.0081643765499;31.4971852814668;ca;3.481176;12020
-25.0086258413233;31.4969524156444;ca;4.885587;12020
-25.0085452700562;31.4969371704476;ca;4.003093;12020
-25.0084312273941;31.4969257061152;ca;4.454136;12020
-25.0080972429953;31.4966715521167;ca;2.719348;12020
-25.008175365356;31.4970599730277;ca;1.875072;12020
-25.0080946850748;31.4968472448962;ca;1.541593;12020
-25.0086049002412;31.496708737812;ca;2.951133;12020
-25.0080214224783;31.4972418556079;ca;5.029904;12020
-25.0079009223718;31.4974241131095;ca;1.614955;12020
-25.0078877329729;31.4972132871459;ca;2.245881;12020
-25.0085209562556;31.4968076079557;ca;5.27327;12020
-25.0084026988141;31.4974641470308;ca;2.773368;12020
-25.0080499064701;31.4969261861495;ca;4.764167;12020
-25.0086054035621;31.4970805899336;ca;1.971168;12020
-25.0080785434145;31.4974103571635;ca;4.643651;12020
-25.0080439868072;31.496950959359;ca;5.160676;12020
-25.0080514760468;31.4967666096277;ca;5.539224;12020
-25.0078516202466;31.4970786171432;ca;5.147876;12020
-25.0078788217918;31.497324980741;ca;2.539828;12020
-25.0081914765045;31.4970609870071;ca;2.979059;12020
-25.0086000410267;31.4971330347711;ca;1.710854;12020
-25.0084998199182;31.4972957341658;ca;4.899214;12020
-25.0081642969313;31.4968163462949;ca;1.669841;12020
-25.0080264100361;31.4975358779456;ca;3.899286;12020
-25.008044136749;31.4970039689524;ca;5.439434;12020
-25.0082517455744;31.4970505851353;ca;4.13305;12020
-25.0082061987183;31.4970434708814;ca;2.362358;12020
-25.0080268058923;31.497358890456;ca;2.552055;12020
-25.0084763836183;31.4971928773746;ca;2.223102;12020
-25.0078006805364;31.497571404857;ca;4.170003;12020
-25.0084667938714;31.4971582248013;ca;5.872753;12020
-25.0083265439856;31.497083835321;ca;5.848189;12020
-25.0077998820315;31.4975283580824;ca;4.9615;12020
-25.0077710371172;31.497509930929;ca;4.704259;12020
-25.0083345341339;31.4974221831518;ca;2.996377;12020
-25.0081104486471;31.4975705965731;ca;3.11875;12020
-25.0084786253092;31.4969983291064;ca;5.430615;12020
-25.0079421735103;31.496713293796;ca;2.651817;12020
-25.0079518302297;31.4974532085731;ca;3.390397;12020
-25.0082491315035;31.4971408659819;ca;4.134884;12020
-25.0084058005188;31.4975307129765;ca;5.980954;12020
-25.0082090858674;31.4967577016581;ca;4.760299;12020
-25.0080658202512;31.4975688474639;ca;2.556758;12020
-25.0079832714566;31.4970997680168;ca;2.540757;12020
-25.0081770998171;31.4969686624861;ca;5.875097;12020
-25.0077758236859;31.4967232425783;ca;3.181974;12020
-25.0084878359361;31.4971113249891;ca;5.085949;12020
-25.0085466033393;31.4970203043563;ca;5.076788;12020
-25.0082117994938;31.4971202345409;ca;3.295679;12020
-25.0085355649186;31.4976072374598;ca;2.614355;12020
-25.0079550371293;31.4975355545249;ca;2.811109;12020
-25.007801139262;31.4970777490057;ca;4.363723;12020
-25.0080013509955;31.4975010765473;ca;5.05038;12020
-25.0080012225554;31.4976123661014;ca;5.926585;12020
-25.00817221095;31.4970621850731;ca;5.914647;12020
-25.0084599342432;31.4972877386995;ca;2.85093;12020
-25.0086325732448;31.4968390051352;ca;1.759605;12020
-25.0084132971194;31.4971942483855;ca;1.919902;12020
-25.0080529058291;31.4968861894036;ca;5.121146;12020
-25.0081884357127;31.496929501964;ca;2.258396;12020
-25.0079172978471;31.4969560223418;ca;4.503016;12020
-25.008164127259;31.4970107627132;ca;2.617072;12020
-25.0084253925781;31.4972475107907;ca;2.721321;12020
-25.0082501628885;31.497523070156;ca;2.408631;12020
-25.0078047697035;31.4972500924851;ca;1.634297;12020
-25.0086967618621;31.497519238861;ca;1.336424;12020
-25.0080455867076;31.4974859527658;ca;3.549568;12020
-25.0080789260657;31.4971206110891;ca;4.289367;12020
-25.0079550925762;31.4975410890361;ca;4.856239;12020
-25.0081681210397;31.4967281208953;ca;3.808624;12020
-25.0083831712929;31.4974145607743;ca;3.597723;12020
-25.0082507454214;31.4967785734348;ca;2.241703;12020
-25.008101315663;31.4971761576465;ca;2.73688;12020
-25.008407615487;31.4970201951252;ca;4.316883;12020
-25.0080864220556;31.4969892102585;ca;4.276322;12020
-25.0086963992;31.4975101789185;ca;4.653312;12020
-25.0083838274137;31.4973036552967;ca;2.935434;12020
-25.0083754360957;31.4975664044322;ca;3.09392;12020
-25.0081530993057;31.4971966247795;ca;3.0313;12020
-25.0084674851428;31.497345263991;ca;3.537071;12020
-25.00779465172;31.4971219957936;ca;3.363976;12020
-25.0084046556159;31.4966842836383;ca;4.826267;12020
-25.0084533447749;31.4968430789601;ca;3.585428;12020
-25.0079990799773;31.4974449161241;ca;3.400731;12020
-25.0083524559599;31.4967647224497;ca;4.754914;12020
-25.0085870813071;31.4976169777779;ca;3.764089;12020
-25.0081227593025;31.4967373990373;ca;5.170623;12020
-25.0086419177639;31.4974027056099;ca;4.775468;12020
-25.0083337286015;31.4968838602855;ca;3.071496;12020
-25.0083111565683;31.496920569089;ca;1.912865;12020
-25.0078430781496;31.4974918294988;ca;5.334323;12020
-25.008551936548;31.4975148201893;ca;5.659639;12020
-25.0079479314984;31.4975026869685;ca;2.798877;12020
-25.0080740192632;31.4973226117633;ca;3.323261;12020
-25.0081525552816;31.4968267973467;ca;2.335124;12020
-25.0080329445937;31.4972064372459;ca;4.392897;12020
-25.0083309449367;31.4973452175853;ca;5.101059;12020
-25.0079446101631;31.4972153061454;ca;1.407791;12020
-25.008482401069;31.4971114733951;ca;3.673712;12020
-25.0085825343474;31.4968839174938;ca;5.075006;12020
-25.007790790869;31.4970526830467;ca;2.896679;12020
-25.0084802755614;31.4972838199282;ca;5.960712;12020
-25.0079074564738;31.496695290739;ca;2.550454;12020
-25.0082123083694;31.49731039829;ca;4.670834;12020
-25.0079399887753;31.4967596626869;ca;4.142609;12020
-25.0079380803252;31.4976234633598;ca;5.477902;12020
-25.0079856099605;31.4969677601893;ca;2.061679;12020
-25.0084304113417;31.4974041491369;ca;5.435334;12020
-25.0078948836939;31.4969594109154;ca;1.022022;12020
-25.0078947140185;31.4974451876937;ca;5.591556;12020
-25.0081172727069;31.496683711175;ca;3.456727;12020
-25.007930152132;31.4967260962948;ca;2.722684;12020
-25.0079869357431;31.4971218078374;ca;1.93266;12020
-25.0079417245735;31.4968490166038;ca;5.410511;12020
-25.0079094226694;31.4973775502694;ca;5.584804;12020
-25.0078036621945;31.4970395604559;ca;4.875887;12020
-25.0080213742256;31.4973734664924;ca;4.725755;12020
-25.0085427730949;31.4971820714863;ca;2.808881;12020
-25.0082410373483;31.4970075741787;ca;2.233428;12020
-25.0082324398312;31.4970846482613;ca;3.368193;12020
-25.0078276110323;31.4973976490613;ca;1.487815;12020
-25.008046165309;31.4969752779907;ca;5.002963;12020
-25.0083264793012;31.4975879838304;ca;5.491182;12020
-25.0081583289164;31.4968711488123;ca;5.964863;12020
-25.0080897667409;31.4974777366311;ca;1.058983;12020
-25.0085298770794;31.4971048741626;ca;5.33067;12020
-25.0080014021115;31.497082217608;ca;2.288645;12020
-25.0082075968414;31.4970023040486;ca;1.688518;12020
-25.0085624540489;31.4974754590669;ca;1.231622;12020
-25.0079700874684;31.4976192153836;ca;1.455705;12020
-25.007877497857;31.4975243932571;ca;3.032781;12020
-25.0083650997878;31.4969862888094;ca;5.125662;12020
-25.0083300808885;31.4970791125339;ca;1.767747;12020
-25.0080736883304;31.4971670037919;ca;3.776638;12020
-25.0080714517608;31.4971794184393;ca;1.563306;12020
-25.0085771575085;31.4972862423503;ca;3.570093;12020
-25.0081230452553;31.496916145338;ca;1.425482;12020
-25.008128657444;31.497118630006;ca;1.047375;12020
-25.0078030686749;31.4969085489189;ca;1.06223;12020
-25.0084569163328;31.4970015645169;ca;3.576038;12020
-25.0084396468281;31.4973641097452;ca;5.0617;12020
-25.008358375715;31.4966781434729;ca;2.941647;12020
-25.0081884783135;31.4967932475422;ca;4.168068;12020
-25.0079163318355;31.4968697850094;ca;5.315894;12020
-25.0083110155184;31.4973724104526;ca;2.745085;12020
-25.0077831079683;31.4969044886657;ca;5.708657;12020
-25.0082749004873;31.4969931580521;ca;2.811479;12020
-25.0082794096844;31.4968946313329;ca;3.56319;12020
-25.0082285259472;31.4973563386893;ca;2.25914;12020
-25.0085236293203;31.4975179836463;ca;5.352685;12020
-25.0078027291011;31.4975400510091;ca;3.881205;12020
-25.0079978993353;31.497332329257;ca;5.915244;12020
-25.0080538636793;31.4972122816238;ca;5.41153;12020
-25.0084784605883;31.4970567607907;ca;5.920959;12020
-25.0082869043832;31.497619162656;ca;5.748229;12020
-25.0085745048048;31.4974818407747;ca;4.545403;12020
-25.0080813147236;31.4969916426357;ca;5.670346;12020
-25.0086825755508;31.4976198375573;ca;3.697143;12020
-25.0077721914269;31.4966776298558;ca;5.530417;12020
-25.008349911054;31.4967252764625;ca;5.288624;12020
-25.0086064333178;31.4972531429957;ca;1.585111;12020
-25.0084340370582;31.4972593684984;ca;5.540652;12020
-25.0086247231799;31.4973347278958;ca;5.466448;12020
-25.007883025408;31.4972432263678;ca;2.435204;12020
-25.0084797205543;31.4966914945844;ca;1.75867;12020
-25.0085676905133;31.4968165119595;ca;3.026527;12020
-25.008418811206;31.4974686517744;ca;3.529182;12020
-25.0082118076835;31.497100996106;ca;5.415782;12020
-25.0086992491491;31.4969863946457;ca;4.606705;12020
-25.0083413975947;31.496816444102;ca;5.731217;12020
-25.0085905466461;31.497445193868;ca;1.039099;12020
-25.0083113967337;31.4973167804998;ca;1.894467;12020
-25.0086780057587;31.4975838680447;ca;5.13553;12020
-25.0086282790831;31.4974407058352;ca;2.808583;12020
-25.0082697993318;31.4973372632349;ca;3.45186;12020
-25.0082967968828;31.4970370953353;ca;4.30285;12020
-25.0079950801877;31.4970594181423;ca;1.16534;12020
-25.0084283268145;31.4975658133774;ca;1.578922;12020
-25.0082002898335;31.4968557304674;ca;4.628809;12020
-25.008214907717;31.4968174661757;ca;2.019648;12020
-25.0079731237309;31.4970344579621;ca;5.409257;12020
-25.0078731315893;31.4969212088838;ca;3.408164;12020
-25.0082536655448;31.4972322879962;ca;5.236514;12020
-25.0079976239764;31.4973274989173;ca;1.684538;12020
-25.0079156855188;31.4967817327553;ca;4.369504;12020
-25.0083797379354;31.4969761924555;ca;3.920208;12020
-25.00810724482;31.4970873079257;ca;2.651748;12020
-25.0083225890013;31.4975093533774;ca;4.264009;12020
-25.0084329382704;31.4972582065665;ca;2.171226;12020
-25.0081352745165;31.4976068586942;ca;5.605126;12020
-25.0078862561684;31.4975826345106;ca;5.523996;12020
-25.0078355503686;31.4969267449009;ca;5.450445;12020
-25.0079062736384;31.4975172083809;ca;5.441272;12020
-25.0078238598363;31.4967060322612;ca;5.315713;12020
-25.0079425008634;31.4972234313093;ca;1.027103;12020
-25.0082027036174;31.4969263416111;ca;5.624173;12020
-25.0078912359176;31.4968490496949;ca;2.174053;12020
-25.0086690533542;31.4974647368544;ca;1.388772;12020
-25.0077948257834;31.4975650703587;ca;2.507761;12020
-25.0080000272127;31.4970161571169;ca;5.450771;12020
-25.0085515065411;31.4973361016681;ca;2.513873;12020
-25.0077772030078;31.4971581677214;ca;2.028598;12020
-25.0078605499787;31.4968692882502;ca;1.680175;12020
-25.0084505456548;31.4972791141175;ca;1.168289;12020
-25.0079347653001;31.49715716323;ca;2.414783;12020
-25.0081877769261;31.4974851525138;ca;2.404322;12020
-25.0083391000681;31.4971073340549;ca;4.83357;12020
-25.0081060112181;31.4975956537365;ca;2.073069;12020
-25.008278583002;31.4970781317514;ca;4.827867;12020
-25.0084003824878;31.4968222488445;ca;5.093592;12020
-25.0083441053588;31.4973687079648;ca;4.204051;12020
-25.0085043033245;31.4966928986387;ca;1.934233;12020
-25.0081888449512;31.4973477058459;ca;5.655321;12020
-25.0077799495069;31.4971356261331;ca;5.543187;12020
-25.0081952074475;31.4972086156193;ca;4.141673;12020
-25.008659480824;31.4972461125829;ca;3.113877;12020
-25.0085267465886;31.4968901509906;ca;4.56865;12020
-25.0085617158551;31.4970058420593;ca;4.176999;12020
-25.0086605849454;31.4968172651736;ca;2.17684;12020
-25.0080694022438;31.4970271567095;ca;4.46066;12020
-25.0080229248546;31.4971717465275;ca;5.233342;12020
-25.0086003022832;31.4973374431378;ca;2.413906;12020
-25.0079642595586;31.4974324509674;ca;2.446209;12020
-25.0081906343369;31.4973974071244;ca;3.612686;12020
-25.0081315691775;31.4973182217248;ca;4.668454;12020
-25.0080525369655;31.4971305514423;ca;4.823884;12020
-25.007984993324;31.4969541483384;ca;2.544395;12020
-25.0085242850924;31.496962174566;ca;2.42614;12020
-25.0083934202419;31.4973748548525;ca;4.884857;12020
-25.0084308190218;31.497336106727;ca;3.875477;12020
-25.0084342720987;31.4974915035954;ca;5.106759;12020
-25.0081017856552;31.4972751341851;ca;2.563221;12020
-25.0087116489354;31.4971080146846;ca;3.602703;12020
-25.0077737007777;31.4976015444868;ca;4.76025;12020
-25.0079316596791;31.4970733837642;ca;4.828729;12020
-25.0078411116897;31.4973721230465;ca;1.931255;12020
-25.0080988611537;31.4966877583066;ca;1.593818;12020
-25.008021630318;31.4975899269743;ca;5.420516;12020
-25.0081453932547;31.4973793142419;ca;5.376868;12020
-25.0080077463104;31.4969709566322;ca;5.184443;12020
-25.0079643180905;31.4970036078324;ca;5.652878;12020
-25.0087094226491;31.4970707613328;ca;5.298299;12020
-25.0079888380546;31.4972315763941;ca;5.749627;12020
-25.0078173131316;31.4968449132019;ca;3.874149;12020
-25.0079642229078;31.4968185609589;ca;2.941888;12020
-25.0077634217731;31.4974043526551;ca;3.985111;12020
